"gene","gene_symbol","character_major","character_minor","chromosome","start","end","locus_id","browse","isolation","objective","doi"
"-","OsWRKY76","Resistance or Tolerance","Cold tolerance","9","15629908","15631440","Os09g0417600","-","Overexpression","Resistance to Magnaporthe oryzae. Cold tolerance.","10.1093/jxb/ert298"
"CONSTITUTIVE TRIPLE-RESPONSE2","OsCTR2","Morphological trait","Shoot seedling","2","20182343","20189818","Os02g0527600","-","Mutant","Ethylene sensitivity. Flowering time. Tillering.","10.1093/jxb/ert272"
"CONSTITUTIVE TRIPLE-RESPONSE2","OsCTR2","Physiological trait","Flowering","2","20182343","20189818","Os02g0527600","-","Mutant","Ethylene sensitivity. Flowering time. Tillering.","10.1093/jxb/ert272"
"CONSTITUTIVE TRIPLE-RESPONSE2","OsCTR2","Morphological trait","Culm leaf","2","20182343","20189818","Os02g0527600","-","Mutant","Ethylene sensitivity. Flowering time. Tillering.","10.1093/jxb/ert272"
"-","OsbZIP71","Resistance or Tolerance","Drought tolerance","9","8437301","8439367","Os09g0306400","-","Knockdown Overexpression","Drought and salinity tolerance.","10.1007/s11103-013-0115-3"
"-","OsbZIP71","Resistance or Tolerance","Salinity tolerance","9","8437301","8439367","Os09g0306400","-","Knockdown Overexpression","Drought and salinity tolerance.","10.1007/s11103-013-0115-3"
"-","OsHox33","Physiological trait","Source activity","12","26147088","26153800","Os12g0612700","-","Knockdown","Leaf senescence. Chloroplast degradation.","10.1007/s11427-013-4565-2"
"glyceraldehyde-3-phosphate dehydrogenase B","OsGAPDHB","Physiological trait","Eating quality","3","1640545","1643916","Os03g0129300","-","Knockdown","Fragrance rice.","10.1016/j.plantsci.2013.09.010"
"chloroplast ascorbate peroxidase 7","OsAPX7","Physiological trait","Source activity","4","21645173","21649520","Os04g0434800","-","Knockdown","Photosynthesis and protection underphoto-oxidative stress.","10.1016/j.plantsci.2013.10.001"
"chloroplast ascorbate peroxidase 8","OsAPX8","Physiological trait","Source activity","2","21726180","21729939","Os02g0553200","-","Knockdown","Photosynthesis and protection underphoto-oxidative stress.","10.1016/j.plantsci.2013.10.001"
"S-like Rnase 4","OsRNS4","Resistance or Tolerance","Salinity tolerance","9","21987601","21989587","Os09g0537700","-","Overexpression","Salinity tolerance. Seedling growth.","10.1016/j.plantsci.2013.10.003"
"S-like Rnase 4","OsRNS4","Morphological trait","Shoot seedling","9","21987601","21989587","Os09g0537700","-","Overexpression","Salinity tolerance. Seedling growth.","10.1016/j.plantsci.2013.10.003"
"DWARF 53","D53","Morphological trait","Culm leaf","11","193178","198317","Os11g0104300","-","Mutant","Tillering dwarf. Tiller bud outgrowth. Strigolactone sensitivity.","&quot;10.1038/nature12870, 10.1038/nature12878&quot;"
"Oryza sativa Haemerythrin motif-containing Really Interesting New Gene (RING)-and Zinc-finger protein 1","OsHRZ1","Resistance or Tolerance","Other soil stress tolerance","1","30203733","30214833","Os01g0689451","-","Knockdown","Fe acquisition.","10.1038/ncomms3792"
"Oryza sativa Haemerythrin motif-containing Really Interesting New Gene (RING)-and Zinc-finger protein 2","OsHRZ2","Resistance or Tolerance","Other soil stress tolerance","5","27455454","27463787","Os05g0551000","-","Knockdown","Fe acquisition.","10.1038/ncomms3792"
"POLLEN TUBE BLOCKED 1","PTB1","Physiological trait","Sterility","5","2576593","2582363","Os05g0145000","-","Mutant","Seed setting. Pollen tube growth.","10.1038/ncomms3793"
"SPIKELET NUMBER","SPIKE","Morphological trait","Panicle flower","4","31610701","31613275","Os04g0615000","-","Natural variation","Grain number. Leaf size. Culm size.","10.1073/pnas.1310790110"
"SPIKELET NUMBER","SPIKE","Morphological trait","Culm leaf","4","31610701","31613275","Os04g0615000","-","Natural variation","Grain number. Leaf size. Culm size.","10.1073/pnas.1310790110"
"boron transporter 4","OsBOR4","Physiological trait","Sterility","5","4580364","4587714","Os05g0176800","-","Mutant","Seed setting. Pollen tube growth.","10.1093/pcp/pct136"
"OsWRKY13","OsWRKY13","Resistance or Tolerance","Drought tolerance","1","33164978","33166582","Os01g0750100","-","Overexpression","Drought tolerance.","10.1104/pp.113.226019"
"light-induced yellow leaf 1","LYL1","Physiological trait","Source activity","2","32133086","32135662","Os02g0744900","-","Mutant","Chlorophyll synthesis. Photosynthesis and protection underphoto-oxidative stress.","10.1371/journal.pone.0075299"
"SYG1/Pho81/XPR1 protein 1","OsSPX1","Resistance or Tolerance","Cold tolerance","6","24752440","24756968","Os06g0603600","-","Knockdown","Cold and oxidative stresses tolerance.","10.1371/journal.pone.0081849"
"SYG1/Pho81/XPR1 protein 1","OsSPX1","Resistance or Tolerance","Other stress resistance","6","24752440","24756968","Os06g0603600","-","Knockdown","Cold and oxidative stresses tolerance.","10.1371/journal.pone.0081849"
"enhancing biomass and spikelet number","OsEBS","Morphological trait","Dwarf","5","29537139","29538733","Os05g0591400","-","Natural variation","Plant height. Leaf size. Grain number.","10.1111/pbi.12097"
"enhancing biomass and spikelet number","OsEBS","Morphological trait","Culm leaf","5","29537139","29538733","Os05g0591400","-","Natural variation","Plant height. Leaf size. Grain number.","10.1111/pbi.12097"
"enhancing biomass and spikelet number","OsEBS","Morphological trait","Panicle flower","5","29537139","29538733","Os05g0591400","-","Natural variation","Plant height. Leaf size. Grain number.","10.1111/pbi.12097"
"Fertilization-independent endosperm 2","OsFIE2","Morphological trait","Root","8","2076237","2082327","Os08g0137100","-","Knockdown","Lateral root development.","10.1111/nph.12472"
"AUXIN RESPONSE FACTOR 12","OsARF12","Resistance or Tolerance","Other soil stress tolerance","4","34676997","34684409","Os04g0671900","-","Mutant","Phosphate homeostasis.","10.1111/nph.12499"
"soil-surface rooting 1","SOR1","Morphological trait","Root","4","112189","115776","Os04g0101800","-","Mutant","Root growth angle.","10.1186/1939-8433-6-30"
"Calcium-dependent protein kinase 10","OsCPK10","Resistance or Tolerance","Blast resistance","3","33602424","33606345","Os03g0788500","-","Overexpression","Resistance to Magnaporthe grisea.","10.1016/j.plaphy.2013.10.004"
"Jumonji C protein 705","JMJ705","Resistance or Tolerance","Bacterial blight resistance","1","41249020","41255785","Os01g0907400","-","Mutant","Resistance to Xanthomonas oryzae pv oryzae.","10.1105/tpc.113.118802"
"Ca2/calmodulin-de-pendent protein kinase","OsCCaMK","Physiological trait","Root","5","24122248","24118350","Os05g0489900","-","Mutant","&quot;CH4 oxidation, N2 fixation activation&quot;","10.1128/AEM.03646-13."
"cellulose synthase A5","CESA5","Morphological trait","Dwarf","3","15477373","15481352","Os03g0377700","-","Others","O.glaberrima Dwarfism to Rice tungro sperical virus (RTVS) infection ","10.3389/fmicb.2014.00026"
"cellulose synthase A6","CESA6","Morphological trait","Dwarf","7","8528345","8534061","Os07g0252400","-","Others","O.glaberrima Dwarfism to Rice tungro sperical virus (RTVS) infection ","10.3389/fmicb.2014.00026"
"cellulose synthase-like A9","CSLA9","Morphological trait","Dwarf","6","26108217","26112853","Os06g0625700","-","Others","O.glaberrima Dwarfism to Rice tungro sperical virus (RTVS) infection ","10.3389/fmicb.2014.00026"
"α-expansin 1precursor","expansin 1","Morphological trait","Dwarf","5","23542809","23544731","Os05g0477600","-","Others","O.glaberrima Dwarfism to Rice tungro sperical virus (RTVS) infection ","10.3389/fmicb.2014.00026"
"CCAAT-box-binding transcription factor","LH8","Physiological trait","Flowering","8","4332728","4334367","Os08g0174500","-","Others","flowering time","10.1038/srep04263"
"narrow leaf1 ","nal1(nal5)","Morphological trait","Root","4","31610701","31613275","Os04g0615000","-","Mutant","root formation","10.1007/s11105-013-0675-z"
"narrow leaf1 ","nal1(nal5)","Morphological trait","Culm leaf","4","31610701","31613275","Os04g0615000","-","Mutant","longitudinal elongation of leaves and stems","10.1007/s11105-013-0675-z"
"Oryza sativa Trithorax 1","OsTrx1","Physiological trait","Flowering","9","2554644","2548365","Os09g0134500","-","Knockdown","flowering time","10.1104/pp.113.228049"
"Oryza sativa legumain 1","OsaLeg1","Others","Others","1","22887238","22891756","Os01g0559600","-","Others","&quot;wounding response, vegetative-related protease&quot;","10.1016/j.plantsci.2013.11.005.?"
"Oryza sativa legumain 2","OsaLeg2","Others","Others","2","26777305","26787779","Os02g0644000","-","Others","&quot;wounding response, salt triggering ABA direct response, seed-related legumains&quot;","10.1016/j.plantsci.2013.11.005.?"
"Oryza sativa legumain 3","OsaLeg3","Others","Others","4","27302452","27307230","Os04g0537900","-","Others","&quot;wounding response, seed-related legumains&quot;","10.1016/j.plantsci.2013.11.005.?"
"Oryza sativa legumain 4","OsaLeg4","Others","Others","5","29660631","29662152","Os05g0593900","-","Others","&quot;wounding response, ABA response, vegetative-related protease&quot;","10.1016/j.plantsci.2013.11.005.?"
"Oryza sativa legumain 5","OsaLeg5","Others","Others","6","358669","360582","NA","-","Others","endoplasmic reticulum driver","10.1016/j.plantsci.2013.11.005.?"
"tapetum degeneration retardation gene","TDR (ms-IR36)","Morphological trait","Sterility","2","10532047","10537539","Os02g0282000","-","Others","&quot;delated/non-degradation of tapetum tissue, collapse of the haploid microspores&quot;","10.1007/s11032-013-9972-3"
"receptor-like cytoplasmic kinase gene","NRRB","Resistance or Tolerance","Blast resistance","10","21922889","21928047","Os10g0548700","-","Knockdown","promote invasion of bacteria (Xoc)","10.1007/s11033-014-3069-x"
"Rice xylanase inhibitor","RIXI","Resistance or Tolerance","Blast resistance","11","30562421","30563664","Os11g0701800","-","Others","resistance to Magnaporthe grisea","10.1007/s10658-013-0342-0"
"thermo-sensitive chloroplast development 9","TCD9","Morphological trait","Culm leaf","9","23214688","23218668","Os09g0563300","-","Knockdown","&quot;chloroplast development, thermo-sensitivity albino phenotype&quot;","10.1016/j.plantsci.2013.11.003"
"Nucleotide pyrophosphatase/phosphodiesterase 1","NPP1","Physiological trait","Shoot seedling","8","26527589","26533478","Os08g0531000","-","Knockdown","&quot;control plant growth, reserve carbohydrate accumulation under high CO2 and high temperature&quot;","10.1093/pcp/pct139"
"Pyrabactin resistance 1 like/regulatory components of aba receptors","OsPYL/RCAR5","Resistance or Tolerance","Drought tolerance","5","7016382","7018795","Os05g0213500","-","Overexpression","inhibit drought and salt stress tolerance","10.1093/jxb/ert397"
"Pyrabactin resistance 1 like/regulatory components of aba receptors","OsPYL/RCAR5","Morphological trait","Dwarf","5","7016382","7018795","Os05g0213500","-","Overexpression","enhance plant growth","10.1093/jxb/ert397"
"Chitin elicitor binding protein","CEBiP","Resistance or Tolerance","Blast resistance","3","1857242","1860045","Os03g0133400","-","Knockdown","&quot;major CE-binding protein, resistance against Magnaporthe oryzae&quot;","10.1007/s11103-013-0149-6"
"β-subunit of polygalacturonase 1","OsBURP16","Physiological trait","Other stress resistance","10","14528727","14530282","Os10g0409400","-","Overexpression","&quot;cell adhesion, resistance to cold, salinity and drought stress&quot;","10.1111/pce.12223"
"DUF966-stress repressive gene 2","OsDSR2","Resistance or Tolerance","Drought tolerance","1","37760948","37758103","Os01g0839200","-","Overexpression","resistance to salt and drought stress","10.1007/s00299-013-1532-0"
"substandard starch grain4","ssg4","Morphological trait","Seed","1","4126450","4128197","NA","-","Knockdown","&quot;size of starch grains in endosperm, pollen grains, root caps, pericarps&quot;","10.1104/pp.113.229591"
"ammonium transporter 3;1","OsAMT3;1","Physiological trait","Root","1","39490662","39492085","Os01g0870300","-","Others","involvement in mycorrhizal N uptake pathway ","10.1016/j.plaphy.2013.11.029."
"glutamate synthase arbuscular ","OsGOGAT2","Physiological trait","Root","5","27715384","27718032","Os05g0555600","-","Others","assimilation of the ammonium","10.1016/j.plaphy.2013.11.029."
"semi-dominant dwarf","D-h","Morphological trait","Dwarf","1","5529470","5529078","NA","-","Others","dwarfism","10.1371/journal.pone.0086210"
"ammonium transporter 1;1","OsAMT1;1","Physiological trait","Root","4","25898696","25901156","Os04g0509500","-","Overexpression","&quot;increase the root permeability for ammonium, enhance plant growth, grain yield&quot;","10.1093/jxb/ert458"
"ammonium transporter 1;1","OsAMT1;1","Morphological trait","Panicle flower","4","25898696","25901156","Os04g0509500","-","Overexpression","&quot;enhance plant growth, grain yield&quot;","10.1093/jxb/ert458"
"SALT-RESPONSIVE ERF1","SERF1","Physiological trait","Flowering","5","20608343","20608071","NA","-","Knockdown Overexpression","negative regulator of heading","10.1093/mp/sst131"
"SALT-RESPONSIVE ERF1","SERF1","Morphological trait","Seed","5","20608343","20608071","NA","-","Knockdown Overexpression","&quot;free amino acid accumulation in grain, control sink size of a single grain&quot;","10.1093/MP/sst131"
"SALT-RESPONSIVE ERF1","SERF1","Morphological trait","Panicle flower","5","20608343","20608071","NA","-","Knockdown Overexpression","&quot;panicle length and size, number of spikelets and grains per panicle&quot;","10.1093/mp/sst131"
"SALT-RESPONSIVE ERF1","SERF1","Physiological trait","Germination dormancy","5","20608343","20608071","NA","-","Knockdown Overexpression","germination vigor","10.1093/mp/sst131"
"SALT-RESPONSIVE ERF2","SERF2","Physiological trait","Others","5","20608343","20608071","NA","-","Knockdown Overexpression","&quot;GA-dependent regulation of TF RPBF, modulate grain filling, seedling establishment&quot;","10.1093/mp/sst131"
"white leaf and panicles 1","WLP1","Morphological trait","Culm leaf","1","33123116","33125245","Os01g0749200","-","Knockdown","&quot;chloroplast development, thermo-sensitivity albino phenotype&quot;","10.1007/s11103-013-0134-0"
"ALCOHOL DEHYDROGENASE 1","ADH1","Physiological trait","Source activity","11","5698847","5695598","Os11g0210300","-","Knockdown","&quot;sucrose synthesis, germination and survival rate during submergence&quot;","10.1093/aob/mct305"
"alba protein 1","OsAlba1","Resistance or Tolerance","Drought tolerance","1","3743434","3741778","Os01g0173100","-","Others","ABA-dependent osmotic and hyper-osmotic stress response","10.1016/j.phytochem.2014.01.015"
"miR319b","Osa-miR319b","Resistance or Tolerance","Cold tolerance","1","6676550","6676746","Osa-MIR319b","-","Overexpression","cold tolerance by targeting OsPCF6 and OsTCP21","10.1371/journal.pone.0091357"
"miR319b","Osa-miR319b","Morphological trait","Culm leaf","1","6676550","6676746","Osa-MIR319b","-","Overexpression","development seedling and leaf blade","10.1371/journal.pone.0091357"
"rice Dicer-like 3","OsDCL3a","Morphological trait","Culm leaf","1","41360199","41351529","Os01g0909200","-","Knockdown","&quot;larger flag leaf angle, fewer secondary branches&quot;","10.1073/pnas.1318131111"
"rice Dicer-like 3","OsDCL3a","Morphological trait","Dwarf","1","41360199","41351529","Os01g0909200","-","Knockdown","dwarfism","10.1073/pnas.1318131111"
"short grain length","SGL","Morphological trait","Dwarf","5","3185563","3188229","Os05g0154700","-","Others","&quot;plant height, regulate cell length and cell number&quot;","10.1007/s00299-013-1524-0"
"short grain length","SGL","Morphological trait","Panicle flower","5","3185563","3188229","Os05g0154700","-","Others","grain length","10.1007/s00299-013-1524-0"
"rice xylanase-inhibiting protein (XIP)-type gene","OsHI-XIP","Resistance or Tolerance","Other stress resistance","5","8914852","8913591","Os05g0247100","-","Overexpression","&quot;defense compound against herbivores, wounding, JA signal pathway&quot;","10.1007/s11105-013-0661-5"
"zinc finger homeodomain class homeobox transcription factor","OsZHD1","Morphological trait","Culm leaf","9","18357757","18359013","Os09g0466400","-","Knockdown Overexpression","&quot;abaxially curled and drooping leaf-dominant, leaf rolling, formation and distribution of bulliform cells&quot;","10.1007/s00425-013-2009-7"
"zinc finger homeodomain class homeobox transcription factor","OsZHD1","Morphological trait","Dwarf","9","18357757","18359013","Os09g0466400","-","Knockdown Overexpression","dwarfism","10.1007/s00425-013-2009-7"
"Similar to RCD One 1c","OsSRO1c","Resistance or Tolerance","Other stress resistance","3","6944503","6947753","Os03g0230300","-","Mutant","&quot;apoplastic and chloroplastic oxidative stress tolerance, temperature stress tolerance&quot;","10.1007/s11103-013-0163-8"
"Cytochrome P450 96B subfamily","CYP96B4","Morphological trait","Dwarf","3","2201645","2203538","Os03g0140400","-","Mutant","&quot;dwarfism, internode cell number of shoot apical meristem&quot;","10.1371/journal.pone.0088068"
"narrow and striped leaf 1","nsl1","Morphological trait","Culm leaf","3","0","0","AC107225.2","-","Mutant","&quot;narrowing of vascular bundles, chloroplast structure development&quot;","10.1007/s11434-013-0064-x"
"narrow and striped leaf 1","nsl1","Morphological trait","Panicle flower","3","0","0","AC107225.2","-","Mutant","&quot;panicle number, length&quot;","10.1007/s11434-013-0064-x"
"narrow and striped leaf 1","nsl1","Physiological trait","Others","3","0","0","AC107225.2","-","Mutant","photosynthetic efficiency","10.1007/s11434-013-0064-x"
"FLUORY ENDOSPERM6","FLO6","Physiological trait","Source activity","3","28169240","28173652","Os03g0686900","-","Mutant","&quot;starch synthesis in rice endosperm, compound granule formation in rice endosperm, &quot;","10.1111/tpj.12444"
"ENT-KAURENE SYNTHASE 2","OsKS2","Morphological trait","Dwarf","4","31436519","31438881","Os04g0612000","-","Mutant","dwarfism","10.1111/plb.12069"
"ENT-KAURENE SYNTHASE 2","OsKS2","Resistance or Tolerance","Drought tolerance","4","31436519","31438881","Os04g0612000","-","Mutant","related to drought stress defense","10.1111/plb.12069"
"ENT-KAURENE SYNTHASE 2","OsKS2","Resistance or Tolerance","Salinity tolerance","4","31436519","31438881","Os04g0612000","-","Mutant","related to salinity stress defense","10.1111/plb.12069"
"Oryza sativa delayed greening 2","OsDG2","Morphological trait","Culm leaf","2","24603691","24606812","Os02g0606000","-","Mutant","chlorophyll content and chloroplast development in early seedling stage"," 10.1007/s00299-013-1549-4"
"Hybrid weakness","Hwi2","Resistance or Tolerance","Others","1","35447657","35452194","Os01g0795400","-","Others","activate Hwi1-perceived downstream defense responses","10.1038/ncomms4357"
"glycolate oxidase","OsGLO4","Physiological trait","Source activity","7","2829843","2833495","Os07g0152900","-","Knockdown","&quot;rubisco activation, photosynthesis rate &quot;","10.1111/ppl.12104"
"glycolate oxidase","OsGLO4","Resistance or Tolerance","Dwarf","7","2829843","2833495","Os07g0152900","-","Knockdown","growth inhibition","10.1111/ppl.12104"
"DROOPING LEAF","DL","Resistance or Tolerance","Panicle flower","3","6072127","6075693","Os03g0215200","-","Knockdown","promote awn formation in a non-cell-autonomous manner","10.1111/tpj/12411"
"OsETTIN2","OsETT2","Resistance or Tolerance","Panicle flower","1","29262500","29257409","Os01g0670800","-","Knockdown","awn development","10.1111/tpj/12411"
"SHOOTLESS2","SHL2","Resistance or Tolerance","Panicle flower","1","20599878","20597234","Os01g0527600","-","Knockdown","awn development by repressing OsETT","10.1111/tpj/12411"
"linalool synthase","OsLIS","Resistance or Tolerance","Blast resistance","2","1147130","1151052","Os02g0121700","-","Overexpression","resistance to Xanthomonas oryzae pv.oryzae (Xoo)","10.1111/pce.12169"
"Jasmonate ZIM-domain protein 8","OsJAZ8","Resistance or Tolerance","Blast resistance","9","14713919","14711503","Os09g0401300","-","Overexpression","regulation of JA-induced accumulation of linalool and role in resistance to Xoo","10.1111/pce.12169"
"OsPHT1;9","OsPT9","Physiological trait","Root","6","12748639","12749852","Os06g0324800","-","Knockdown Overexpression","&quot;Pi uptake, Pi translocation&quot;","10.1111/pce.12224"
"OsPHT1;9","OsPT9","Physiological trait","Culm leaf","6","12748639","12749852","Os06g0324800","-","Knockdown Overexpression","&quot;Pi uptake, Pi translocation&quot;","10.1111/pce.12224"
"OsPHT1;10","OsPT10","Physiological trait","Root","6","12762902","12760306","Os06g0325200","-","Knockdown Overexpression","&quot;Pi uptake, Pi translocation&quot;","10.1111/pce.12224"
"OsPHT1;10","OsPT10","Physiological trait","Culm leaf","6","12762902","12760306","Os06g0325200","-","Knockdown Overexpression","&quot;Pi uptake, Pi translocation&quot;","10.1111/pce.12224"
"Starch synthase 1","SS1","Physiological trait","Source activity","6","3085362","3081277","Os06g0160700","-","Others","&quot; starch biosynthesis in endosperm, chain elongation&quot;","10.1186/1471-2229-14-80"
"Branch enzyme isozyme","BE1","Physiological trait","Source activity","6","31780556","31774380","Os06g0726400","-","Others","&quot;starch granule-binding , amylopectin structure&quot;","10.1186/1471-2229-14-80"
"Branch enzyme isozyme","BE2b","Physiological trait","Source activity","2","20216088","20213673","Os02g0528200","-","Others","&quot;starch biosynthesis in endosperm,amlyopectin biosynthesis, branch formation&quot;","10.1186/1471-2229-14-80"
"Low Temperature Growth 1","LTG1","Morphological trait","Dwarf","2","25624787","25630611","Os02g0622100","-","Others","&quot;plant height via auxin, vegetative growth of the shoot&quot;","10.1111/tpj.12487"
"Low Temperature Growth 1","LTG1","Physiological trait","Flowering","2","25624787","25630611","Os02g0622100","-","Others","heading date","10.1111/tpj.12487"
"Low Temperature Growth 1","LTG1","Morphological trait","Culm leaf","2","25624787","25630611","Os02g0622100","-","Others","&quot;tiller number at heading stage, yield &quot;","10.1111/tpj.12487"
"Leucine-rich-repeat receptor-like kinases","OsRPK1","Morphological trait","Root","5","23952607","23946639","Os05g0486100","-","Knockdown Overexpression","&quot;the growth of primary embryonic root, lateral root number, adventitious root number&quot;","10.1016/j.bbagen.2014.01.003"
"Leucine-rich-repeat receptor-like kinases","OsRPK1","Morphological trait","Dwarf","5","23952607","23946639","Os05g0486100","-","Knockdown Overexpression","shoot height","10.1016/j.bbagen.2014.01.003"
"Leucine-rich-repeat receptor-like kinases","OsRPK1","Physiological trait","Culm leaf","5","23952607","23946639","Os05g0486100","-","Knockdown Overexpression","&quot;negative regulator of PAT, auxin distribution, shoot fresh weight&quot;","10.1016/j.bbagen.2014.01.003"
"Leucine-rich-repeat receptor-like kinases","OsRPK1","Morphological trait","Culm leaf","5","23952607","23946639","Os05g0486100","-","Knockdown Overexpression","tiller number per plant","10.1016/j.bbagen.2014.01.003"
"Leucine-rich-repeat receptor-like kinases","OsRPK1","Physiological trait","Seed","5","23952607","23946639","Os05g0486100","-","Knockdown Overexpression","&quot;grain number per panicle, seed setting rate&quot;","10.1016/j.bbagen.2014.01.003"
"dwarf 89","d89","Morphological trait","Dwarf","5","15587656","15591295","Os05g0333200","-","Others","dwarfism","10.1007/s10681-014-1071-y"
"dwarf 89","d89","Morphological trait","Culm leaf","5","15587656","15591295","Os05g0333200","-","Others","&quot;abnormal leaf blade, dark-green leaves, internode length, &quot;","10.1007/s10681-014-1071-y"
"dwarf 89","d89","Morphological trait","Panicle flower","5","15587656","15591295","Os05g0333200","-","Others","&quot;small panicles, small and oval-shaped grains&quot;","10.1007/s10681-014-1071-y"
"Osa-miR396d","OsmiR396d","Morphological trait","Panicle flower","4","34836681","34836822","Os04g0674500","-","Overexpression","&quot;open husk, long sterile lemma&quot;","10.1104/pp.114.235564"
"Growth regulating factor","OsGRF6","Morphological trait","Panicle flower","3","30586607","30588974","Os03g0729500","-","Knockdown","&quot;open husk, long sterile lemma&quot;","10.1104/pp.114.235564"
"jmjC domain-containing gene","OsJMJ706","Morphological trait","Panicle flower","10","23481146","23486976","Os10g0577600","-","Overexpression","&quot;open husk, long sterile lemma&quot;","10.1104/pp.114.235564"
"embryonic flower 2b","OsEMF2b","Morphological trait","Dwarf","9","8498052","8492130","Os09g0306800","-","Knockdown Overexpression","dwarfism","10.1007/s11105-014-0733-1"
"embryonic flower 2b","OsEMF2b","Morphological trait","Panicle flower","9","8498052","8492130","Os09g0306800","-","Knockdown Overexpression","&quot;loss or more of lemma and palea, number of stamens, abnormal pistils&quot;","10.1007/s11105-014-0733-1"
"embryonic flower 2b","OsEMF2b","Physiological trait","Flowering","9","8498052","8492130","Os09g0306800","-","Knockdown Overexpression","flowering time","10.1007/s11105-014-0733-1"
"Oryza miR164-targeted NAC gene 2","OMTN2","Resistance or Tolerance","Drought tolerance","4","23393100","23395163","Os04g0460600","-","Overexpression","drought sensitivity","10.1093/jxb/eru072"
"Oryza miR164-targeted NAC gene 2","OMTN2","Morphological trait","Culm leaf","4","23393100","23395163","Os04g0460600","-","Knockdown Overexpression","&quot;leaf rolling, wilting during drought stress&quot;","10.1093/jxb/eru072"
"Oryza miR164-targeted NAC gene 2","OMTN2","Physiological trait","Panicle flower","4","23393100","23395163","Os04g0460600","-","Overexpression","low spikelet fertility","10.1093/jxb/eru072"
"Oryza miR164-targeted NAC gene 3","OMTN3","Resistance or Tolerance","Drought tolerance","12","26028027","26030046","Os12g0610600","-","Overexpression","drought sensitivity","10.1093/jxb/eru072"
"Oryza miR164-targeted NAC gene 3","OMTN3","Morphological trait","Culm leaf","12","26028027","26030046","Os12g0610600","-","Knockdown Overexpression","&quot;leaf rolling, wilting during drought stress&quot;","10.1093/jxb/eru072"
"Oryza miR164-targeted NAC gene 3","OMTN3","Physiological trait","Panicle flower","12","26028027","26030046","Os12g0610600","-","Overexpression","low spikelet fertility","10.1093/jxb/eru072"
"Oryza miR164-targeted NAC gene 4","OMTN4","Resistance or Tolerance","Drought tolerance","6","28916100","28918883","Os06g0675600","-","Overexpression","drought sensitivity","10.1093/jxb/eru072"
"Oryza miR164-targeted NAC gene 4","OMTN4","Morphological trait","Culm leaf","6","28916100","28918883","Os06g0675600","-","Knockdown Overexpression","&quot;leaf rolling, wilting during drought stress&quot;","10.1093/jxb/eru072"
"Oryza miR164-targeted NAC gene 4","OMTN4","Physiological trait","Panicle flower","6","28916100","28918883","Os06g0675600","-","Overexpression","low spikelet fertility","10.1093/jxb/eru072"
"Oryza miR164-targeted NAC gene 6","OMTN6","Resistance or Tolerance","Drought tolerance","8","5847456","5846214","Os08g0200600","-","Overexpression","drought sensitivity","10.1093/jxb/eru072"
"Oryza miR164-targeted NAC gene 6","OMTN6","Morphological trait","Culm leaf","8","5847456","5846214","Os08g0200600","-","Knockdown Overexpression","&quot;leaf rolling, wilting during drought stress&quot;","10.1093/jxb/eru072"
"Oryza miR164-targeted NAC gene 6","OMTN6","Physiological trait","Panicle flower","8","5847456","5846214","Os08g0200600","-","Overexpression","low spikelet fertility","10.1093/jxb/eru072"
"Rice Fertilization-Independent Endosperm 1","OsFIE1","Morphological trait","Seed","8","2095699","2099208","Os08g0137250","-","Overexpression","&quot;decreased seed size, length, width, seed weight&quot;","10.1104/pp.113.232413"
"Rice Fertilization-Independent Endosperm 1","OsFIE1","Physiological trait","Seed","8","2095699","2099208","Os08g0137250","-","Overexpression","thermal sensitivity of seed enlargement","10.1104/pp.113.232413"
"rice Uridine 5`-diphospho-glucose 4-epimerase1","OsUGE1","Physiological trait","Source activity","5","29713562","29717054","Os05g0595100","-","Overexpression","&quot;sucrose biosynthesis during growth under N-limitation conditions (higher sucrose, lower glucose contents)&quot;","10.1371/journal.pone.0096158"
"rice Uridine 5`-diphospho-glucose 4-epimerase1","OsUGE1","Physiological trait","Culm leaf","5","29713562","29717054","Os05g0595100","-","Overexpression","cell wall polysaccharide biosynthesis under N-limiting condition","10.1371/journal.pone.0096158"
"autophagy associated gene 7","OsATG7","Physiological trait","Flowering","1","26043346","26037483","Os01g0614900","-","Knockdown","slower heading and flowering","10.4161/auto.28279"
"autophagy associated gene 7","OsATG7","Morphological trait","Panicle flower","1","26043346","26037483","Os01g0614900","-","Knockdown","&quot;delay of anther development, pollen maturation, larger spikelets&quot;","10.4161/auto.28279"
"autophagy associated gene 7","OsATG7","Morphological trait","Dwarf","1","26043346","26037483","Os01g0614900","-","Knockdown","growth retardation of cultured cells under sucrose starvation ","10.4161/auto.28279"
"autophagy associated gene 7","OsATG7","Physiological trait","Sterility","1","26043346","26037483","Os01g0614900","-","Knockdown","&quot;pollen maturation, degradation of ingracellular components in the tapetum, lipid metabolism of pollen grains through Lands cycle-mediated phosphatidylcholine&quot;","10.4161/auto.28279"
"rice Phosphate Starvation Response 2","OsPHR2","Physiological trait","Others","7","15414191","15417055","Os07g0438800","-","Overexpression","phosphate uptake efficiency through oxygen supply","10.1007/s10265-014-0628-0"
"vacuolar pyrophosphatase with H+ translocation activity","chalk5","Morphological trait","Seed","5","3317562","3313425","Os05g0156900","-","Overexpression","grain chalkiness","10.1038/ng.2923"
